operating_point,case,stable,psi_s_rms_wb,psi_r_rms_wb,is_rms_a,ir_rms_a,psi_s_rel_pct,psi_r_rel_pct,is_rel_pct,ir_rel_pct,psi_r_conv_time_ms,is_conv_time_ms,max_abs_flux_wb
5000rpm_+220Nm,rr_+5pct,True,8.426618343355086e-05,0.00012086601868720932,0.40596280783620387,0.8110156220433722,0.06008076872208679,0.11158603687070677,0.050911023892463575,0.23958087836031963,2.79,3.8699999999999997,0.19454639998348644
5000rpm_+220Nm,rr_+10pct,True,0.00016852911844167544,0.00024166580419264286,0.8119256156724077,1.621405287017855,0.12015922135616774,0.22311092588245393,0.10182204778492715,0.47897684370502747,2.8199999999999994,4.359999999999999,0.19451808739301502
5000rpm_+220Nm,rr_+20pct,True,0.00033704433790692916,0.00048306542994927185,1.6238512313448155,3.240300348061634,0.24030853291039783,0.4459761102645437,0.2036440955698543,0.9572121454133216,2.92,nan,0.19446116370350824
5000rpm_+220Nm,lm_-20pct,True,0.0008108335571394631,0.00620586496159663,3.9933112374060964,164.7868888591461,0.5781145108704044,5.729384354186819,0.5007935699854877,48.67944155707923,nan,nan,0.18894453005615902
5000rpm_+220Nm,lm_-10pct,True,0.000370499760776968,0.0027585718505168427,1.802859383121474,73.45790937466819,0.2641618444293591,2.5467712394736233,0.2260931675442611,21.700088102069362,nan,nan,0.19199573449329804
5000rpm_+220Nm,lm_-5pct,True,0.00017760158380412104,0.0013067774515117528,0.859707886712655,34.841349820966684,0.12662777933482675,1.206444279955669,0.10781433154986679,10.292429598748171,nan,3.51,0.19333825548262654
5000rpm_+220Nm,lm_+5pct,True,0.00016405481145316574,0.0011824602041834676,0.7868689446287546,31.596025826765974,0.11696909463611464,1.0916719966066286,0.09867973830843017,9.333733425750351,nan,4.22,0.19571691165173324
5000rpm_+220Nm,lm_+10pct,True,0.0003160556246216291,0.0022575415694378285,1.5097796795332485,60.38159386023796,0.2253438344123023,2.0842096028360473,0.18933859913612122,17.83723383451454,nan,nan,0.19677548503468484
5000rpm_+220Nm,lm_+20pct,True,0.0005888449048947953,0.004139214501742871,2.7925736431384776,110.90325284029545,0.4198392890555124,3.8214094170053317,0.35021135119513297,32.7617594609955,nan,nan,0.19868222033172225
5000rpm_+220Nm,lls_-20pct,True,0.00024491349883923406,0.008272662346596158,1.3279855295902792,41.41862622202576,0.17462035992505184,7.637494935736435,0.16654014042856663,12.235412710977375,nan,nan,0.19010026409879024
5000rpm_+220Nm,lls_-10pct,True,0.0001224567494198717,0.004136331173298035,0.624779603525911,20.691161484819705,0.08731017996270751,3.8187474678681763,0.07835242221367579,6.1123442114943805,nan,3.4399999999999995,0.19232658165268546
5000rpm_+220Nm,lls_-5pct,True,6.122837470981494e-05,0.0020681655866491375,0.3034300274758575,10.341438432321949,0.04365508998126755,1.9093737339341992,0.0380525828482966,3.0549484322909377,nan,3.5399999999999996,0.19344987060564858
5000rpm_+220Nm,lls_+5pct,True,6.122837470916302e-05,0.0020681655866492373,0.2869687038398626,10.333836397259253,0.04365508998080274,1.9093737339342913,0.03598819954825832,3.0527027267975493,nan,3.7999999999999994,0.19570078351037976
5000rpm_+220Nm,lls_+10pct,True,0.00012245674941890137,0.004136331173298258,0.5587802676560676,20.660680384324266,0.08731017996201566,3.8187474678683824,0.0700755709837177,6.103339836447094,nan,4.01,0.19682913312241287
5000rpm_+220Nm,lls_+20pct,True,0.0002449134988382434,0.008272662346596345,1.0614944229203467,41.29552033402131,0.17462035992434555,7.637494935736608,0.13311999740828265,12.199046189818237,nan,nan,0.1991076140772435
5000rpm_+220Nm,llr_-20pct,True,4.604128220289274e-05,0.0028699867654277864,0.23933082853809334,0.46051832717985486,0.032826876867891465,2.6496318196286883,0.030014024178348267,0.1360410112061618,nan,3.7599999999999993,0.19546070157121256
5000rpm_+220Nm,llr_-10pct,True,2.2534922342971e-05,0.0014350046826665506,0.11259838065694794,0.22090843878686783,0.016067126838916035,1.324826342167023,0.01412074884010436,0.06525822236126336,nan,3.6999999999999997,0.19500444288453117
5000rpm_+220Nm,llr_-5pct,True,1.1149833782236494e-05,0.000717505077455012,0.05468445119561238,0.10829485901755043,0.007949696514836364,0.6624156971283364,0.006857873055428697,0.03199121785097277,3.2199999999999998,3.6699999999999995,0.19478635451570947
5000rpm_+220Nm,llr_+5pct,True,1.0921794918695946e-05,0.0007175103810880114,0.051717775624581463,0.10428495509152444,0.007787107565607031,0.662420593553269,0.0064858279124685005,0.03080665829548936,2.57,3.6299999999999994,0.19436897330305428
5000rpm_+220Nm,llr_+10pct,True,2.1622474817767536e-05,0.0014350259040544083,0.10070391690760516,0.20483673814198522,0.015416562798881882,1.3248459341962275,0.012629086755692034,0.060510505976289486,nan,3.6199999999999997,0.19416920258683174
5000rpm_+220Nm,llr_+20pct,True,4.2386811458422284e-05,0.0028700717608212897,0.19130354515351652,0.39571184070673704,0.030221283465488212,2.649710289154005,0.023991013881136863,0.11689662664602642,nan,3.59,0.19378638981486832
5000rpm_+220Nm,voltage_gain_+5pct,True,0.006882024156838838,0.008741685431428572,1.2467734334534768,43.69448782365093,4.906799914973024,8.070506859234673,0.15635548585684536,12.90772148866788,nan,nan,0.19763420437134244
5000rpm_+220Nm,voltage_gain_-5pct,True,0.006882024156838448,0.008741685431428043,1.246773433455221,43.694487823648174,4.906799914972745,8.070506859234184,0.15635548585706407,12.907721488667065,nan,nan,0.19160006143724712
5000rpm_+220Nm,voltage_offset_+1Vd_-1Vq,True,0.0006503158098066719,0.0008260442147337004,0.11781366303664434,4.128903878502494,0.46366730013495305,0.7626212992143767,0.014774787487767367,1.219713148539149,2.5199999999999996,3.71,0.19440415570888886
5000rpm_+220Nm,current_gain_+1pct,True,6.903703395115616e-05,0.0007065973131110093,8.030007117424358,9.846285414381633,0.04922256949431042,0.6523454209044065,1.0070279255157564,2.9086760403214527,2.59,nan,0.19498057582175649
5000rpm_+220Nm,current_gain_-1pct,True,6.903703395050344e-05,0.0007065973131118418,8.03000711742501,9.846285414386497,0.04922256949384504,0.652345420905175,1.007027925515838,2.9086760403228893,3.1799999999999997,nan,0.19416886378990394
