method,operating_point,case,stable,psi_r_rms_wb,psi_r_rel_pct,is_rms_a,is_rel_pct,psi_r_conv_time_ms,is_conv_time_ms
C_sled23_t_type,5000rpm_-220Nm,lm_-10pct,True,0.002251111101568809,2.0782728603792173,6.28683883636332,0.7884205055929673,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lm_-10pct,True,0.002764527884499322,2.5522699746416286,1.1966876509233513,0.1500743230955197,nan,nan
B_hori53_paper,5000rpm_-220Nm,lm_-10pct,True,0.0028682207104535153,2.648001360732009,2.5421149729252077e-13,3.188018055491506e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lm_-5pct,True,0.0012821228685348266,1.183682653197574,43.99013259730634,5.51671889262752,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lm_-5pct,True,0.0010662950139162797,0.9844258628707876,2.998815664448046,0.3760757709691674,5.039999999999999,nan
A_four_pole_sylvester,5000rpm_-220Nm,lm_-5pct,True,0.0013095944306010753,1.20904497397984,0.5706287462043245,0.07156146615149137,nan,3.6399999999999997
B_hori53_paper,5000rpm_-220Nm,lm_-5pct,True,0.00135876548833478,1.2544407230980779,2.3437142008433856e-13,2.9392074193256357e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lm_+5pct,True,0.0011749185936800982,1.0847094240255681,39.3543242545199,4.935350982206257,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lm_+5pct,True,0.000964713445381571,0.890643633795861,2.7461547610949433,0.34439004745212237,9.87,nan
A_four_pole_sylvester,5000rpm_-220Nm,lm_+5pct,True,0.0011850019058659046,1.0940185487701835,0.5222480836551068,0.06549413924510578,nan,3.92
B_hori53_paper,5000rpm_-220Nm,lm_+5pct,True,0.001229575437211385,1.1351697653503052,2.3437142008433856e-13,2.9392074193256357e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lm_+10pct,True,0.0022561565721806094,2.0829309443951676,74.84499863803688,9.386168979868502,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lm_+10pct,True,0.0018417032604752246,1.7002989770030148,5.270286835751591,0.6609366519194636,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lm_+10pct,True,0.0022623878895451813,2.088683826940225,1.0020182224945897,0.1256612001922323,nan,nan
B_hori53_paper,5000rpm_-220Nm,lm_+10pct,True,0.0023475552570759732,2.1673121222766185,4.687428401686771e-13,5.878414838651271e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lm_+20pct,True,0.004179294121358271,3.85841176026727,136.49389722229037,17.117440141125574,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lm_+20pct,True,0.003376389964327348,3.1171538463952593,9.752121547456486,1.2229950220097188,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lm_+20pct,True,0.004148079395229489,3.8295936721185297,1.8532955509064963,0.23241827145423205,nan,nan
B_hori53_paper,5000rpm_-220Nm,lm_+20pct,True,0.004304457590598815,3.9739652933879808,5.684341886080802e-14,7.128625085575704e-15,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_-20pct,True,0.006959084770263135,6.424772638292697,282.71900880305776,35.455253373440826,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_-20pct,True,0.008466199137761768,7.8161721499725765,29.129471523566075,3.6530716412560307,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_-20pct,True,0.00812574075569659,7.501853849537928,0.9405293341394473,0.117949995609588,nan,4.859999999999999
B_hori53_paper,5000rpm_-220Nm,lls_-20pct,True,0.008157810340992085,7.531461161552336,5.684341886080802e-14,7.128625085575704e-15,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_-10pct,True,0.004045027780287447,3.73445426544818,138.53034333741914,17.37282697662324,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_-10pct,True,0.004236229480568509,3.9109756749315068,13.764739294041961,1.7262097846048203,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_-10pct,True,0.0040628599619083675,3.7509173085553296,0.4427636780462244,0.055526151057713025,nan,3.92
B_hori53_paper,5000rpm_-220Nm,lls_-10pct,True,0.004078905170496141,3.765730580776259,2.3437142008433856e-13,2.9392074193256357e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_-5pct,True,0.0021595342412537195,1.993727187222991,68.3926779886066,8.57699571472171,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_-5pct,True,0.0021191666149250332,1.9564589501384813,6.70093015905253,0.8403509110787777,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_-5pct,True,0.0020314275981596374,1.8754564544318937,0.21509222912328002,0.02697430750946241,nan,3.7899999999999996
B_hori53_paper,5000rpm_-220Nm,lls_-5pct,True,0.002039452585248099,1.8828652903881555,4.547473508864641e-13,5.702900068460563e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_+5pct,True,0.00242049145216103,2.234648343344943,66.40008551335977,8.327108480824744,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_+5pct,True,0.0021218103918719533,1.9588997403215385,6.370589088284411,0.7989234654559182,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_+5pct,True,0.0020314232159230087,1.8754524086593651,0.2035270187683615,0.025523936467250607,nan,3.6399999999999997
B_hori53_paper,5000rpm_-220Nm,lls_+5pct,True,0.0020394525852478725,1.8828652903879466,2.3437142008433856e-13,2.9392074193256357e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_+10pct,True,0.005087306345536909,4.696707640505214,130.66722530293774,16.38672829370088,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_+10pct,True,0.004246814394157472,3.92074788858461,12.44036769131858,1.5601228598736399,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_+10pct,True,0.004062842393072738,3.7509010886387513,0.3963967550503331,0.04971136340008041,nan,3.6
B_hori53_paper,5000rpm_-220Nm,lls_+10pct,True,0.004078905170495845,3.765730580775985,5.684341886080802e-14,7.128625085575704e-15,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,lls_+20pct,True,0.01109765307924306,10.245585476621452,252.51488846971526,31.667412068130712,nan,nan
C_sled23_t_type,5000rpm_-220Nm,lls_+20pct,True,0.00850869662786724,7.855406721850831,23.783329454646818,2.9826221287650503,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,lls_+20pct,True,0.008125669834925568,7.501788373998516,0.7533447430319369,0.09447553192418429,nan,3.5399999999999996
B_hori53_paper,5000rpm_-220Nm,lls_+20pct,True,0.008157810340991794,7.531461161552066,5.684341886080802e-14,7.128625085575704e-15,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,llr_-20pct,True,0.007356956293244301,6.792095951457134,148.57439053476847,18.63243183936131,nan,nan
C_sled23_t_type,5000rpm_-220Nm,llr_-20pct,True,0.0013079281479059096,1.2075066269383858,18.459809746293256,2.3150096435017673,nan,nan
A_four_pole_sylvester,5000rpm_-220Nm,llr_-20pct,True,0.002797403404350024,2.5826213422968975,0.18051619737504276,0.022638193105722928,nan,3.8099999999999996
B_hori53_paper,5000rpm_-220Nm,llr_-20pct,True,0.0027965858437734082,2.5818665532698644,2.2737367544323206e-13,2.8514500342302815e-14,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,llr_-10pct,True,0.004059105007480648,3.747450656077071,75.16727488693327,9.426585031513701,nan,nan
C_sled23_t_type,5000rpm_-220Nm,llr_-10pct,True,0.0006559725099291731,0.6056075435772826,8.706261562057408,1.091835709685947,5.52,nan
A_four_pole_sylvester,5000rpm_-220Nm,llr_-10pct,True,0.0013986937518693573,1.2913033312599544,0.08489476211037633,0.010646490709785008,nan,3.7599999999999993
B_hori53_paper,5000rpm_-220Nm,llr_-10pct,True,0.0013982861558119617,1.2909270300531892,5.684341886080802e-14,7.128625085575704e-15,nan,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,llr_-5pct,True,0.0021272396743957415,1.9639121675236684,37.75608324626942,4.734918616023133,nan,nan
C_sled23_t_type,5000rpm_-220Nm,llr_-5pct,True,0.0003285665748248428,0.3033395352234487,4.233675014695598,0.5309371343028518,5.89,nan
A_four_pole_sylvester,5000rpm_-220Nm,llr_-5pct,True,0.0006993449121002633,0.6456498525769632,0.04122265119632102,0.005169654311814103,2.64,3.73
B_hori53_paper,5000rpm_-220Nm,llr_-5pct,True,0.0006991414406020073,0.6454620034333152,2.3437142008433856e-13,2.9392074193256357e-14,1.7499999999999998,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,llr_+5pct,True,0.0023256117735320683,2.1470534392290808,37.992631177561876,4.764583642348899,nan,nan
C_sled23_t_type,5000rpm_-220Nm,llr_+5pct,True,0.00032986770146864464,0.3045407625595163,4.014589817576425,0.5034620762686696,6.769999999999999,nan
A_four_pole_sylvester,5000rpm_-220Nm,llr_+5pct,True,0.0006993410404329936,0.6456462781727476,0.03897370689415362,0.0048876184826928785,3.2399999999999998,3.6799999999999997
B_hori53_paper,5000rpm_-220Nm,llr_+5pct,True,0.0006991382687575607,0.6454590751201695,2.2737367544323206e-13,2.8514500342302815e-14,2.09,0.0
D1_kubota_k1p2_t_type,5000rpm_-220Nm,llr_+10pct,True,0.004852230304625428,4.47968052193641,76.116158145497,9.545582676902407,nan,nan
